Date,Price,Open,High,Low,Change
"Dec 12, 2013",1446.34,1449.6,1455.64,1443.21,-0.28
"Dec 11, 2013",1450.4,1446.07,1453.03,1444.51,0.19
"Dec 10, 2013",1447.65,1445.99,1452.82,1443.69,0.07
"Dec 09, 2013",1446.59,1449.57,1451.97,1441.21,-0.14
"Dec 06, 2013",1448.67,1446.34,1448.98,1439.58,0.11
"Dec 05, 2013",1447.01,1441.88,1448.49,1434.53,0.26
"Dec 04, 2013",1443.29,1440.8,1444.55,1435.44,0.08
"Dec 03, 2013",1442.15,1432.53,1444.18,1431.9,0.61
"Dec 02, 2013",1433.37,1437.28,1441.07,1430.38,-0.33
"Nov 29, 2013",1438.16,1443.32,1444.51,1436.23,-0.41
"Nov 28, 2013",1444.09,1440.6,1445.81,1439.64,0.23
"Nov 27, 2013",1440.8,1438.51,1444.41,1437.21,0.1
"Nov 26, 2013",1439.34,1431.82,1439.66,1431.5,0.45
"Nov 25, 2013",1432.91,1437.43,1439.8,1429.29,-0.43
"Nov 22, 2013",1439.15,1431.01,1439.15,1427.44,0.5
"Nov 21, 2013",1431.96,1419.53,1433.29,1418.37,0.82
"Nov 20, 2013",1420.33,1428.07,1434.84,1417.0,-0.6
"Nov 19, 2013",1428.84,1424.35,1430.3,1423.11,0.26
"Nov 18, 2013",1425.17,1434.17,1435.52,1423.4,-0.64
"Nov 15, 2013",1434.3,1437.6,1438.68,1427.71,-0.28
"Nov 14, 2013",1438.37,1443.76,1445.81,1432.77,-0.42
"Nov 13, 2013",1444.41,1441.0,1445.6,1433.37,0.17
"Nov 12, 2013",1442.02,1437.12,1443.76,1432.27,0.29
"Nov 11, 2013",1437.8,1419.1,1438.97,1417.19,1.2
"Nov 08, 2013",1420.82,1425.73,1429.91,1414.32,-0.44
"Nov 07, 2013",1427.05,1431.96,1437.43,1411.34,-0.39
"Nov 06, 2013",1432.62,1429.53,1436.55,1429.0,0.16
"Nov 05, 2013",1430.29,1435.59,1437.59,1426.87,-0.41
"Nov 04, 2013",1436.19,1430.85,1437.37,1427.54,0.33
